genome	pulid	contigid	start	end	pattern
CP002534	PUL1	CP002534.1	305435	316864	PL6;PL6_1-PL17_2-susC-susD-unk-PL7
CP002534	PUL2	CP002534.1	444291	487620	GH2_1-unk-unk-GH2_6-CBM99-GH86-unk-unk-GH16_11-unk-GH28-unk-GH16_11-GH117-unk-GH43_2;CBM6-GH29-unk-GH29-unk-unk-GH16_16-unk-susD-susC-GH29
CP002534	PUL3	CP002534.1	743363	748091	susD-susC
CP002534	PUL4	CP002534.1	748620	763450	susD-susC-susD-unk-susC-susD-susC
CP002534	PUL5	CP002534.1	852382	863409	susC-susD-unk-unk-GH3
CP002534	PUL6	CP002534.1	1352195	1379501	susD-susC-unk-unk-unk-susC-susD-unk-GH173-GH130_5-GH173-unk-GT2_Glycos_transf_2-unk-unk-GH5_42
CP002534	PUL7	CP002534.1	1433018	1444357	susC-susD-unk-GH144-GH144-GH3
CP002534	PUL8	CP002534.1	1558732	1566208	GT9-unk-unk-susC-susD
CP002534	PUL9	CP002534.1	1635558	1640224	susC-susD
CP002534	PUL10	CP002534.1	1828395	1836619	susC-susD-unk-susC
CP002534	PUL11	CP002534.1	2000672	2021548	susD-susC-unk-unk-unk-unk-GH127-unk-unk-GH2_10-GH129
CP002534	PUL12	CP002534.1	2405402	2420714	susD-susC-susD-susC-unk-unk-susC
CP002534	PUL13	CP002534.1	2604827	2618857	CBM9-unk-GH20-GH92-susC-susD-GH92
CP002534	PUL14	CP002534.1	2632176	2636770	susD-susC
CP002534	PUL15	CP002534.1	2735161	2754735	GH13_48-CE1-GH13_46-GH65-unk-unk-unk-susC-susD-unk-GH13_47
CP002534	PUL16	CP002534.1	2768930	2796503	GH16_3-susD-susC-unk-unk-susC-susD-unk-unk-unk-susC-susD
CP002534	PUL17	CP002534.1	2806528	2811579	susD-susC
CP002534	PUL18	CP002534.1	2843537	2848371	susD-susC
CP002534	PUL19	CP002534.1	2855530	2860145	susC-susD
CP002534	PUL20	CP002534.1	3416583	3421463	susC-susD
CP002534	PUL21	CP002534.1	3700096	3710666	GH3-CBM103;GH16_3-unk-susD-susC
