genome	pulid	contigid	start	end	pattern
NZ_CP046176	PUL1	NZ_CP046176.1	63827	81810	susC-susD-unk-unk-GH95-unk-unk-unk-unk-GH18
NZ_CP046176	PUL2	NZ_CP046176.1	226507	237413	GH63-GH2_10-unk-unk-susD-susC
NZ_CP046176	PUL3	NZ_CP046176.1	535461	555507	GH29-unk-GH43_10;CBM91;GH28-susD-susC-unk-GH28-unk-unk-unk-unk-GH88
NZ_CP046176	PUL4	NZ_CP046176.1	575163	602725	GH28-GH2_11-GH28-unk-unk-susD-susC-unk-unk-GH43_12;CBM91-GH43_24-GH115-susD-susC
NZ_CP046176	PUL5	NZ_CP046176.1	609561	653147	susC-susD-GH97-unk-CBM91;GH43_10-GH2_21-GH88-GH154-GH106-GH2_10-susC-susD-GH106-GH28;GH43_24-unk-unk-GH43_18-GH140
NZ_CP046176	PUL6	NZ_CP046176.1	661733	708046	GH105-CE8-susC-susD-unk-GH33-susC-unk-GH43_9;CBM91-unk-unk-CE8-unk-unk-susC-susD-GH2_22-GH2_22-GH31_9-CE19-AA18-PL10_2-CE19-CE12;CE8
NZ_CP046176	PUL7	NZ_CP046176.1	738879	748208	susD-susC-susD-susC
NZ_CP046176	PUL8	NZ_CP046176.1	752101	756528	susC-susD
NZ_CP046176	PUL9	NZ_CP046176.1	758380	772377	susC-susD-unk-unk-unk-unk-GH89
NZ_CP046176	PUL10	NZ_CP046176.1	917133	928579	susD-susC-unk-unk-GH43_10;CBM91-unk-GH28
NZ_CP046176	PUL11	NZ_CP046176.1	972809	977560	susC-susD
NZ_CP046176	PUL12	NZ_CP046176.1	979290	990585	CE12;CE4-unk-unk-susC-susD-GH146
NZ_CP046176	PUL13	NZ_CP046176.1	1082324	1091457	GH28-susC-susD-GH2_1
NZ_CP046176	PUL14	NZ_CP046176.1	1119197	1135012	GH123-unk-unk-susD-susC-unk-unk-unk-GH20
NZ_CP046176	PUL15	NZ_CP046176.1	1146738	1151642	susC-susD
NZ_CP046176	PUL16	NZ_CP046176.1	1154834	1173587	GH2_18-unk-unk-susC-susD-GH43_31-GH43_31-GH43_3-GH182
NZ_CP046176	PUL17	NZ_CP046176.1	1357884	1363411	GH16_3-susC-susD
NZ_CP046176	PUL18	NZ_CP046176.1	1539422	1544106	susC-susD
NZ_CP046176	PUL19	NZ_CP046176.1	1558303	1563225	susD-susC
NZ_CP046176	PUL20	NZ_CP046176.1	1674168	1679083	susD-susC
NZ_CP046176	PUL21	NZ_CP046176.1	1709664	1713989	susC-susD
NZ_CP046176	PUL22	NZ_CP046176.1	1843622	1877926	GH138-unk-GH137;CBM57;CBM97;GH2_8-unk-unk-unk-susC-susD-unk-susC-susD-GH2_10-GH2_11-GH106-CE20-GH139
NZ_CP046176	PUL23	NZ_CP046176.1	2127520	2162450	GH2_6-unk-unk-susC-susD-unk-PL1_2-unk-PL1_2-unk-unk-unk-susC-susD-susC-susD
NZ_CP046176	PUL24	NZ_CP046176.1	2307825	2334760	GH2_1-unk-GH28-unk-unk-unk-susD-susC-unk-unk-CE12;CE4-GH28-GH115-GH20
NZ_CP046176	PUL25	NZ_CP046176.1	2385591	2390124	susD-susC
