genome	pulid	contigid	start	end	pattern
CP102259	PUL1	CP102259.1	48541	53800	susC-susD
CP102259	PUL2	CP102259.1	74070	91439	susC-susD-unk-unk-unk-GH20-GH78-unk-GH106
CP102259	PUL3	CP102259.1	104216	116698	GH50-GH50-GH2_2;CBM57-unk-susD-susC
CP102259	PUL4	CP102259.1	130497	141699	PL10_1-unk-unk-unk-susD-susC
CP102259	PUL5	CP102259.1	144083	148457	susC-susD
CP102259	PUL6	CP102259.1	158514	163454	susC-susD
CP102259	PUL7	CP102259.1	308672	314008	susD-susC
CP102259	PUL8	CP102259.1	351341	408650	GH43_1-GH10-unk-GH97-unk-GH115-unk-unk-CBM6;GH43_29-GH2_1-GH2_20-GH97-unk-GH146-GH31_4-GH2_1-GH31_4-GH29;CBM32-GH43_35-unk-unk-unk-GH43_9-GH27-PL9_2-GH10-unk-susD-susC
CP102259	PUL9	CP102259.1	426558	452395	GH2_1-GH115-PL9_2-GH10-unk-susD-unk-susD-susC-unk-unk-GH177
CP102259	PUL10	CP102259.1	568354	577077	susC-susD-unk-GH27-CBM35
CP102259	PUL11	CP102259.1	655584	666599	susC-susD-unk-CE4;CE12-GH43_24-GH115
CP102259	PUL12	CP102259.1	804828	818701	GH89-unk-unk-unk-GH89-unk-susD-susC
CP102259	PUL13	CP102259.1	821725	845996	susC-susD-unk-unk-unk-CE1-CE1-unk-unk-unk-GH18-unk-susD-susC
CP102259	PUL14	CP102259.1	883997	895960	GH130_1-GH36-GH26-GH26-unk-susD-susC
CP102259	PUL15	CP102259.1	903197	926927	GH2_4-CE7-unk-unk-GH105-GH3-GH3-unk-unk-unk-susD-susC
CP102259	PUL16	CP102259.1	959117	1002884	GH182-GH105-GH2_17-GH130_3-GH2_17-unk-unk-unk-susD-susC-unk-GH43_3-unk-GH105-GH93-GH115-susD-susC-unk-unk-unk-unk-GH177-GH43_3
CP102259	PUL17	CP102259.1	1042194	1113643	GH172-GH5_2-susC-susD-unk-GH5_5-GH2_13-GH5_5-GH140-GH130_1-unk-CBM67;GH78-unk-CE20-unk-unk-unk-unk-GH3-GH2_1-GH31_4-unk-GH9-unk-susD-susC-GH5_4-GH43_12;CBM91-CBM91;GH43_12-GH3-unk-GH30_4-GH43_34-unk-susD-susC-unk-unk-GH18
CP102259	PUL18	CP102259.1	1136921	1187809	GH2_10-CE12-unk-unk-GH106-unk-unk-PL11_1-unk-susC-unk-unk-susD-susC-unk-GH2_2-GH88-GH154-unk-GH28-GH95-GH2_21-GH105-PL11_1
CP102259	PUL19	CP102259.1	1196320	1201502	susC-susD
CP102259	PUL20	CP102259.1	1217790	1227192	GH16_3-susC-susD-unk-GH3
CP102259	PUL21	CP102259.1	1227792	1242953	CE20-unk-unk-susD-susC-GH3-unk-GH36
CP102259	PUL22	CP102259.1	1270175	1280565	GH31-GH66-unk-susD-susC
CP102259	PUL23	CP102259.1	1287455	1313046	GH2_18-unk-GH43-unk-GH51_2-unk-unk-susD-susC-susD-susC-GH43_31
CP102259	PUL24	CP102259.1	1326357	1331374	susC-susD
CP102259	PUL25	CP102259.1	1364641	1369534	susC-susD
CP102259	PUL26	CP102259.1	1383419	1395221	CE20-susC-susD-PL35-PL35-GH88
