genome	pulid	contigid	start	end	pattern
CP091797	PUL1	CP091797.1	15425	20056	susC-susD
CP091797	PUL2	CP091797.1	117732	130212	susC-susD-susC-susD-unk-GH10
CP091797	PUL3	CP091797.1	172208	179352	susC-susD-GH182
CP091797	PUL4	CP091797.1	182788	204702	susC-susD-susC-unk-GH3-unk-susC-unk-GH2_20
CP091797	PUL5	CP091797.1	363970	379230	GH5_21-susC-susD-unk-unk-unk-susD-susC
CP091797	PUL6	CP091797.1	428375	433293	susC-susD
CP091797	PUL7	CP091797.1	481173	486176	susD-susC
CP091797	PUL8	CP091797.1	499898	505022	susC-susD
CP091797	PUL9	CP091797.1	536850	541959	susC-susD
CP091797	PUL10	CP091797.1	634044	639303	susC-susD
CP091797	PUL11	CP091797.1	644315	661714	CE19-unk-unk-susC-susD-GH30_4-GH30_4-GH35
CP091797	PUL12	CP091797.1	707916	719390	susD-susC-CE7-unk-CE8;PL1
CP091797	PUL13	CP091797.1	743018	750716	GH43_24;GH105-susD-susC
CP091797	PUL14	CP091797.1	793705	807404	GH95-unk-unk-unk-susD-susC
CP091797	PUL15	CP091797.1	837182	852716	susC-susD-unk-unk-susC-susD-unk-susC
CP091797	PUL16	CP091797.1	866116	871187	susD-susC
CP091797	PUL17	CP091797.1	956985	975928	susC-susD-unk-GH32-unk-susC-susD-unk-GH32
