genome	pulid	contigid	start	end	pattern
NC_016610	PUL1	NC_016610.1	34748	59328	GH9-susD-susC-unk-unk-susC-unk-unk-unk-GT2_Glycos_transf_2-unk-unk-unk-GH171
NC_016610	PUL2	NC_016610.1	210330	216243	GH16_3-susD-susC
NC_016610	PUL3	NC_016610.1	316461	324325	susC-susD-GH2_10
NC_016610	PUL4	NC_016610.1	417045	422113	susC-susD
NC_016610	PUL5	NC_016610.1	523202	547154	GH92-GH28-GH106-GH106-susD-unk-susC-unk-unk-susD-susC
NC_016610	PUL6	NC_016610.1	641737	648538	susC-susD-GH123
NC_016610	PUL7	NC_016610.1	782901	789646	GH188-susC-susD
NC_016610	PUL8	NC_016610.1	1047260	1056827	susC-susD-unk-unk-GH13_8
NC_016610	PUL9	NC_016610.1	1060600	1065884	susC-susD
NC_016610	PUL10	NC_016610.1	1109379	1114111	susD-susC
NC_016610	PUL11	NC_016610.1	1280039	1300666	susC-susD-unk-CE1-GH144-unk-unk-susD-susC-unk-unk-susD-unk-susC
NC_016610	PUL12	NC_016610.1	1376065	1391559	susC-susD-unk-unk-unk-unk-GH110
NC_016610	PUL13	NC_016610.1	1514912	1519657	susD-susC
NC_016610	PUL14	NC_016610.1	1559531	1564489	susD-susC
NC_016610	PUL15	NC_016610.1	1626801	1631704	susD-susC
NC_016610	PUL16	NC_016610.1	1822185	1832480	susC-susD-susD-susC-susD
NC_016610	PUL17	NC_016610.1	1909071	1914514	susC-susD
NC_016610	PUL18	NC_016610.1	2153707	2158938	susC-susD
NC_016610	PUL19	NC_016610.1	2255756	2260024	susD-susC
NC_016610	PUL20	NC_016610.1	2427184	2439345	susD-susC-GH97-unk-unk-unk-GT83
NC_016610	PUL21	NC_016610.1	2445130	2456954	GH88-susC-susD-unk-unk-unk-PL33
NC_016610	PUL22	NC_016610.1	2591967	2597178	susC-susD
NC_016610	PUL23	NC_016610.1	2629182	2639597	susC-susD-unk-unk-unk-susC
NC_016610	PUL24	NC_016610.1	2664768	2676515	susD-susC-unk-unk-susC-unk-unk-unk-GT2_Glycos_transf_2
NC_016610	PUL25	NC_016610.1	2768335	2772926	susC-susD
NC_016610	PUL26	NC_016610.1	2829027	2835607	susC-susD-GH30_2
NC_016610	PUL27	NC_016610.1	2842358	2847481	susC-susD
NC_016610	PUL28	NC_016610.1	2946614	2951638	susD-susC
NC_016610	PUL29	NC_016610.1	2997528	3012497	GH30_3-GH2_1-unk-unk-unk-susC-susD-GH23
NC_016610	PUL30	NC_016610.1	3025115	3030128	susC-susD
NC_016610	PUL31	NC_016610.1	3155582	3162659	susC-susD-GH51_2
NC_016610	PUL32	NC_016610.1	3352780	3357657	susC-susD
