genome	pulid	contigid	start	end	pattern
CP016359	PUL1	CP016359.1	169999	174625	susD-susC
CP016359	PUL2	CP016359.1	231643	253648	GH13_48-GH13_46-GH65-unk-unk-unk-susC-susD-unk-GH13_7-unk-GH147
CP016359	PUL3	CP016359.1	317493	411288	GH92-GH76-unk-AA3-GH177-GH177-unk-GH92-GH43_34-unk-GH92-unk-GH125-GH97-unk-GH92-unk-unk-unk-susD-susC-unk-susD-susC-unk-unk-GH92-unk-GH127-unk-unk-GH43_26-GH2_18-GH5_13-unk-susD-susC-unk-GH20-unk-unk-unk-unk-susC-unk-unk-unk-unk-GH43_10;CBM91-CBM91;GH43_12-unk-CE20-GH43_1-susC-susD
CP016359	PUL4	CP016359.1	713481	739832	GH97-unk-unk-unk-unk-GH51_1-unk-GH146-unk-susD-susC-susC-CE1
CP016359	PUL5	CP016359.1	751199	763184	AA1-unk-unk-susC-susD-unk-GH10
CP016359	PUL6	CP016359.1	933533	938206	susC-susD
CP016359	PUL7	CP016359.1	1003750	1008353	susD-susC
CP016359	PUL8	CP016359.1	1087559	1108386	GH30_3-unk-unk-unk-GH5_7-unk-GH173-GH130_5-GH5_10;CBM13-GH26-GH173-unk-susD-susC
CP016359	PUL9	CP016359.1	1144515	1156499	susD-susC-unk-unk-susD-susC
CP016359	PUL10	CP016359.1	1651974	1679185	GH105-GH106-unk-susC-susD-unk-PL26-unk-unk-unk-GH105-unk-unk-GH28-CE12-GH2_11
CP016359	PUL11	CP016359.1	1804855	1816291	susC-susD-CBM102-GH16_3;CBM103-GH3-GH16_3
CP016359	PUL12	CP016359.1	2013036	2017705	susC-susD
CP016359	PUL13	CP016359.1	2398366	2414618	susC-susD-unk-GH144-GH144-GH144-CE1-GH43_28;CBM32-GH3
CP016359	PUL14	CP016359.1	2419822	2433971	susC-susD-unk-CE8-PL9_1
CP016359	PUL15	CP016359.1	2542224	2574563	GH43_19;GH43_34-GH105-GH154-GH2_4-PL42-GH43_17-GH2_10-GH30_4-susC-susD-unk-unk-GH51_1-GH146-GH43_29-GH43_5-GH127-GH51_2
CP016359	PUL16	CP016359.1	3448376	3452808	susC-susD
