genome	pulid	contigid	start	end	pattern
NZ_AAXF02000053	PUL1	NZ_AAXF02000053.1	14682	19543	susD-susC
NZ_AAXF02000053	PUL2	NZ_AAXF02000053.1	50529	66052	susC-unk-unk-GH3-unk-unk-GH33-susD-susC-unk-GH33
NZ_AAXF02000053	PUL3	NZ_AAXF02000053.1	132772	137477	susD-susC
NZ_AAXF02000053	PUL4	NZ_AAXF02000053.1	183409	188104	susC-susD
NZ_AAXF02000053	PUL5	NZ_AAXF02000053.1	244892	259352	GH29-GH2_10-GH20-unk-susD-susC
NZ_AAXF02000053	PUL6	NZ_AAXF02000053.1	275889	280876	susD-susC
NZ_AAXF02000053	PUL7	NZ_AAXF02000053.1	286501	309513	GH67-GH43_1-GH10-unk-CE20-GH10-unk-susD-susC-unk-GH13_14
NZ_AAXF02000053	PUL8	NZ_AAXF02000053.1	341025	346313	susD-susC
NZ_AAXF02000053	PUL9	NZ_AAXF02000053.1	392482	413986	GH141-unk-PL12_2-susD-susC-susD-susC-GH29-unk-GH88
NZ_AAXF02000053	PUL10	NZ_AAXF02000053.1	433397	446560	GH32-GH91-GH91-susD-susC-unk-GH32
