genome	pulid	contigid	start	end	pattern
LT629745	PUL1	LT629745.1	812127	827084	GH2_2;CBM57-GH3-CE1-GH144-GH144-unk-susD-susC
LT629745	PUL2	LT629745.1	1395780	1410011	GH16_3-GH3-GH5_46-GH30_3-GH16_3-CBM103-CBM102-susD-susC
LT629745	PUL3	LT629745.1	1425281	1433867	susC-susD-GH16_3-GH3
LT629745	PUL4	LT629745.1	1566655	1574166	susD-susC-unk-GH20
LT629745	PUL5	LT629745.1	2003144	2007658	susC-susD
LT629745	PUL6	LT629745.1	2101443	2119722	susD-susC-unk-unk-unk-susD-susC-unk-susD-susC
LT629745	PUL7	LT629745.1	2199032	2203617	susC-susD
LT629745	PUL8	LT629745.1	2709343	2713975	susC-susD
LT629745	PUL9	LT629745.1	3469100	3473479	susC-susD
LT629745	PUL10	LT629745.1	3516972	3532279	GT2_Glyco_tranf_2_3-unk-unk-GT2_Glycos_transf_2-unk-susC-susD-unk-unk-unk-unk-GT2_Glycos_transf_2
