genome	pulid	contigid	start	end	pattern
NZ_CP009976	PUL1	NZ_CP009976.1	52807	57439	susD-susC
NZ_CP009976	PUL2	NZ_CP009976.1	65225	76176	GH16_3-GH3-CBM103;GH16_3-unk-susD-susC
NZ_CP009976	PUL3	NZ_CP009976.1	262256	267029	susC-susD
NZ_CP009976	PUL4	NZ_CP009976.1	283717	297563	AA18-unk-unk-susC-unk-susD-susC
NZ_CP009976	PUL5	NZ_CP009976.1	418180	423283	susD-susC
NZ_CP009976	PUL6	NZ_CP009976.1	437118	441904	susD-susC
NZ_CP009976	PUL7	NZ_CP009976.1	442506	447305	susD-susC
NZ_CP009976	PUL8	NZ_CP009976.1	518663	534127	GH10-unk-GH43_1-GH16_3-GH10-unk-unk-susD-susC
NZ_CP009976	PUL9	NZ_CP009976.1	614792	626643	susC-susD-unk-unk-GH32
NZ_CP009976	PUL10	NZ_CP009976.1	673498	684533	GH13_38-GH65-unk-unk-susC-susD
NZ_CP009976	PUL11	NZ_CP009976.1	1007666	1018082	susC-susD-unk-unk-unk-susC
NZ_CP009976	PUL12	NZ_CP009976.1	1127362	1132119	susD-susC
NZ_CP009976	PUL13	NZ_CP009976.1	1303107	1310500	susD-susC-unk-unk-GT9
NZ_CP009976	PUL14	NZ_CP009976.1	1511609	1523991	susC-susD-unk-GH144-GH144-CE1-GH3
NZ_CP009976	PUL15	NZ_CP009976.1	1722155	1744182	susC-susD-unk-CE6-unk-susC-susD-unk-GH173-GH130_5-GH173-unk-unk-unk-GT30
NZ_CP009976	PUL16	NZ_CP009976.1	2246777	2321691	GH29-susC-susD-unk-GH16_16-unk-GH140-GH29-unk-GH16_11-unk-GH29-GH29-unk-unk-GH117-GH28-GH16_11-unk-GH28-unk-unk-unk-unk-GH2_7-GH117-GH2_7-GH117-GH74-unk-unk-susD-susC-unk-unk-GH86-CBM99-unk-GH2_6-unk-unk-GH2_1
NZ_CP009976	PUL17	NZ_CP009976.1	2351821	2384776	GH117-GH2_1-unk-susC-susD-unk-susD-susC-unk-susC-susD-unk-GH13_47-unk-unk-GH13_46
NZ_CP009976	PUL18	NZ_CP009976.1	2541755	2546315	susD-susC
NZ_CP009976	PUL19	NZ_CP009976.1	3149836	3154508	susC-susD
NZ_CP009976	PUL20	NZ_CP009976.1	4045679	4053296	PL7-unk-susD-susC
NZ_CP009976	PUL21	NZ_CP009976.1	4548276	4558624	susC-susD-unk-PL12-PL6_1;PL6
NZ_CP009976	PUL22	NZ_CP009976.1	4573288	4598156	GH115-unk-GH3-GH29-GH29-GH92-GH115-susD-susC-unk-GH177-GH177-GH78
NZ_CP009976	PUL23	NZ_CP009976.1	4615812	4626289	susC-susD-unk-susC
