genome	pulid	contigid	start	end	pattern
NC_016776	PUL1	NC_016776.1	296165	307440	GH27-susD-susC-unk-unk-unk-GH36
NC_016776	PUL2	NC_016776.1	361890	393038	GH43_26-GH3-GH76-GH2_19-GH127-GH127-GH43_26-GH2_18-unk-susC-GH38-susC-susD-unk-unk-GH43_3
NC_016776	PUL3	NC_016776.1	435092	466439	susC-GH154-GH2_2-GH20-unk-GH88-PL33-susD-susC-unk-unk-unk-GH144-GH3-susD-susC
NC_016776	PUL4	NC_016776.1	471829	476404	susC-susD
NC_016776	PUL5	NC_016776.1	489139	496463	GH163-unk-susD-susC
NC_016776	PUL6	NC_016776.1	515738	535123	GH171-unk-unk-unk-GT2_Glycos_transf_2-unk-unk-unk-GH171-susD-susC
NC_016776	PUL7	NC_016776.1	626611	640266	GT51-unk-unk-GH36-GH31_16-susD-susC
NC_016776	PUL8	NC_016776.1	659199	664376	susC-susD
NC_016776	PUL9	NC_016776.1	685396	695958	susC-susD-unk-GH115
NC_016776	PUL10	NC_016776.1	727653	752039	susC-unk-unk-unk-unk-GH95-susC-susD-GH2_6-GH35-CBM91;GH43_10-unk-unk-susC
NC_016776	PUL11	NC_016776.1	759794	764367	susD-susC
NC_016776	PUL12	NC_016776.1	764908	769475	susD-susC
NC_016776	PUL13	NC_016776.1	771722	776075	susC-susD
NC_016776	PUL14	NC_016776.1	842315	865056	GH92-unk-unk-susC-susD-CBM32-GH29-GH2_10-unk-unk-unk-GH20
NC_016776	PUL15	NC_016776.1	877319	891266	susD-susC-GH92-GH92-unk-unk-GH92
NC_016776	PUL16	NC_016776.1	974967	999829	GH3-susC-susD-unk-unk-CBM6-GH26-GH5_7-GH3-unk-unk-unk-unk-GH26-GH130_1
NC_016776	PUL17	NC_016776.1	1038004	1053815	GH29-unk-susD-susC-unk-unk-GH29
NC_016776	PUL18	NC_016776.1	1105461	1138111	GH95-GH2_20-unk-unk-unk-GH3-unk-unk-susD-susC-susD-susC-susD-susC
NC_016776	PUL19	NC_016776.1	1140940	1147467	susC-susD-GH109
NC_016776	PUL20	NC_016776.1	1161928	1167237	susD-susC
NC_016776	PUL21	NC_016776.1	1168167	1173489	susD-susC
NC_016776	PUL22	NC_016776.1	1265208	1279501	susC-susD-unk-unk-unk-unk-susC-susD
NC_016776	PUL23	NC_016776.1	1523274	1528195	susC-susD
NC_016776	PUL24	NC_016776.1	1581519	1596300	GH97-unk-unk-susC-susD-unk-unk-unk-unk-GH130_2
NC_016776	PUL25	NC_016776.1	1754934	1762159	susC-susD-unk-GH27
NC_016776	PUL26	NC_016776.1	1890597	1895425	susC-susD
NC_016776	PUL27	NC_016776.1	2005416	2020980	susC-unk-susD-susC-unk-susD-susC
NC_016776	PUL28	NC_016776.1	2021742	2051267	susC-susD-unk-CBM93;GH33-GH20-unk-CE20-GH2_13-GH20-unk-GH20-GH92-GH2_1-susC-unk-susD
NC_016776	PUL29	NC_016776.1	2061962	2074860	susC-susD-GH92-unk-unk-GH63-GH125
NC_016776	PUL30	NC_016776.1	2311652	2318832	susC-susC-susD
NC_016776	PUL31	NC_016776.1	2626446	2635707	GH20-unk-susC-susD
NC_016776	PUL32	NC_016776.1	2726423	2731793	susD-susC
NC_016776	PUL33	NC_016776.1	3397465	3415271	GH51_8;GH120-GH3-unk-unk-unk-unk-susC-susD-susC
NC_016776	PUL34	NC_016776.1	3437653	3451708	GH25-GH181-unk-unk-unk-unk-susD-susC
NC_016776	PUL35	NC_016776.1	3545468	3550093	susC-susD
NC_016776	PUL36	NC_016776.1	3631244	3665740	GH29-GH2_10-GH20-unk-unk-GH20-unk-unk-unk-GH141-unk-unk-GH20-susD-susC-unk-unk-GH13_14
NC_016776	PUL37	NC_016776.1	3801040	3816130	susC-susD-GH29-unk-unk-unk-CBM32;GH2_10
NC_016776	PUL38	NC_016776.1	3879185	3887422	susC-unk-susD-susC
NC_016776	PUL39	NC_016776.1	3929828	3943123	GH97-CE20-GH142-GH137-susD-susC-GH76
NC_016776	PUL40	NC_016776.1	4062027	4066945	susC-susD
NC_016776	PUL41	NC_016776.1	4099249	4103761	susC-susD
NC_016776	PUL42	NC_016776.1	4238656	4243908	susD-susC
NC_016776	PUL43	NC_016776.1	4246576	4251655	susD-susC
NC_016776	PUL44	NC_016776.1	4253818	4259186	susD-susC
NC_016776	PUL45	NC_016776.1	4450742	4458387	GH33-unk-susD-susC
NC_016776	PUL46	NC_016776.1	4470628	4475626	susD-susC
NC_016776	PUL47	NC_016776.1	4499336	4504418	susC-susD
NC_016776	PUL48	NC_016776.1	4815853	4832157	CBM93;GH33-unk-unk-unk-unk-susC-susD-GH16_3-GH20-GH16_3
NC_016776	PUL49	NC_016776.1	4833303	4840023	GH35-susC-susD
NC_016776	PUL50	NC_016776.1	4869362	4877722	GH35-unk-susD-susC
NC_016776	PUL51	NC_016776.1	4947723	4952672	susC-susD
NC_016776	PUL52	NC_016776.1	4992496	5022358	CE1-GH43_28;CBM32-GH144-susD-susC-unk-unk-GH3-unk-unk-unk-GH127-unk-unk-susD-susC
NC_016776	PUL53	NC_016776.1	5110920	5116211	susC-susD
NC_016776	PUL54	NC_016776.1	5117269	5132280	susC-susD-unk-GH110-unk-unk-unk-GH95
NC_016776	PUL55	NC_016776.1	5133361	5138663	susC-susD
NC_016776	PUL56	NC_016776.1	5239471	5249585	susC-unk-unk-unk-unk-susD-susC
NC_016776	PUL57	NC_016776.1	5296881	5303533	susD-susC-GH172
