genome	pulid	contigid	start	end	pattern
FP476056	PUL1	FP476056.1	160802	165447	susD-susC
FP476056	PUL2	FP476056.1	175883	187546	susC-susD-unk-GH43_1-unk-GH10
FP476056	PUL3	FP476056.1	213322	240713	AA3-unk-GH117-unk-unk-unk-unk-GH105-susD-susC-unk-unk-unk-GH31_14-GH29-susD-susC
FP476056	PUL4	FP476056.1	244031	262690	GH117-unk-unk-GH5_4-CBM4-unk-susD-susC-susD-susC
FP476056	PUL5	FP476056.1	277631	302444	susC-susD-unk-GH173-GH130_5-unk-CE6-unk-unk-unk-GH16_17-unk-unk-GH175-susD-susC
FP476056	PUL6	FP476056.1	344850	360237	susD-susC-unk-unk-unk-unk-susC-susD
FP476056	PUL7	FP476056.1	399989	409649	susD-susC-GH97-unk-GH97
FP476056	PUL8	FP476056.1	460847	470490	susD-unk-susD-susC
FP476056	PUL9	FP476056.1	473111	480276	GH97-susD-susC
FP476056	PUL10	FP476056.1	490884	507227	susC-susD-unk-GH16_3-GH97-GH13_7-unk-susD-susC
FP476056	PUL11	FP476056.1	577901	589276	GH116-unk-GH116-susD-susC
FP476056	PUL12	FP476056.1	1090188	1095112	susD-susC
FP476056	PUL13	FP476056.1	1104394	1109094	susC-susD
FP476056	PUL14	FP476056.1	1184835	1189838	susC-susD
FP476056	PUL15	FP476056.1	1200004	1205033	susD-susC
FP476056	PUL16	FP476056.1	1224179	1241163	CBM6-unk-unk-GH175-unk-GH20-GH89-susD-susC
FP476056	PUL17	FP476056.1	1263644	1278429	susD-susC-unk-unk-unk-susD-susC
FP476056	PUL18	FP476056.1	1480049	1495313	GH13_38-GH65-unk-unk-susC-susD-unk-GH2_11
FP476056	PUL19	FP476056.1	1770330	1775364	susC-susD
FP476056	PUL20	FP476056.1	1852014	1856707	susC-susD
FP476056	PUL21	FP476056.1	2076365	2083884	GT9-unk-unk-susC-susD
FP476056	PUL22	FP476056.1	2375004	2379708	susC-susD
FP476056	PUL23	FP476056.1	2422503	2427164	susC-susD
FP476056	PUL24	FP476056.1	2501264	2513597	susC-susD-unk-unk-susD-susC
FP476056	PUL25	FP476056.1	2569616	2579666	GH110-GH110-unk-susD-susC
FP476056	PUL26	FP476056.1	2597626	2602542	susD-susC
FP476056	PUL27	FP476056.1	2674798	2680098	susD-susC
FP476056	PUL28	FP476056.1	2684357	2689170	susD-susC
FP476056	PUL29	FP476056.1	2696784	2725378	susC-susD-unk-GH167-unk-GH2_1-unk-susC-unk-unk-susC-unk-unk-unk-unk-GH177-unk-GT30
FP476056	PUL30	FP476056.1	2833791	2838385	susC-susD
FP476056	PUL31	FP476056.1	2872611	2884011	GH97-unk-unk-GH16_3-CBM102-susD-susC
FP476056	PUL32	FP476056.1	2960933	2965546	susD-susC
FP476056	PUL33	FP476056.1	2967682	2972380	susD-susC
FP476056	PUL34	FP476056.1	3073064	3083323	PL7-unk-susD-susC-unk-AA18-PL17_2
FP476056	PUL35	FP476056.1	3128278	3132836	susC-susD
FP476056	PUL36	FP476056.1	3489393	3494303	susD-susC
FP476056	PUL37	FP476056.1	3553451	3559830	susC-susD-GH18
FP476056	PUL38	FP476056.1	3604808	3612522	susC-susD-unk-GH188
FP476056	PUL39	FP476056.1	3834975	3872094	susD-susC-susD-susC-unk-unk-unk-unk-susC-susD-CBM96-unk-unk-GH20-unk-CE9-GH20-unk-unk-unk-susC-susD
FP476056	PUL40	FP476056.1	3936441	3949004	susC-unk-unk-susD-susC
FP476056	PUL41	FP476056.1	3978903	3988877	GH29-unk-unk-susC-susD
FP476056	PUL42	FP476056.1	4029751	4065691	susC-susD-unk-unk-susC-susD-unk-unk-unk-GH30_4-unk-unk-unk-CE20-unk-CBM67;GH78-CBM51;GH27
FP476056	PUL43	FP476056.1	4075656	4101585	susC-susD-GH2_1-GH95-GH95-unk-unk-unk-unk-GH95-susD-susC
FP476056	PUL44	FP476056.1	4128951	4136683	susC-susD-unk-GH16_16
FP476056	PUL45	FP476056.1	4143222	4148214	susD-susC
FP476056	PUL46	FP476056.1	4164380	4229317	GH117-GH117-GH2_7-unk-GH2_7-GH97-unk-unk-unk-susD-susC-unk-unk-unk-unk-GH2_6-unk-GH117-GH29-GH29-unk-unk-unk-GH29-GH140-unk-CE4-unk-unk-GH16_12-unk-unk-GH28-GH28-GH2_1-GH29
FP476056	PUL47	FP476056.1	4235954	4249833	susC-susD-unk-GH16_12-unk-unk-unk-GH29
FP476056	PUL48	FP476056.1	4487077	4498650	susC-susD-unk-GH144-GH144-GH3
FP476056	PUL49	FP476056.1	4568344	4587327	GH15-unk-unk-susC-unk-unk-unk-susC-susD-unk-CBM91;GH43_11
FP476056	PUL50	FP476056.1	4622400	4632091	susC-susD-GH95-GH127
FP476056	PUL51	FP476056.1	4640442	4652436	susC-susD-unk-unk-unk-unk-GH10-GH10
FP476056	PUL52	FP476056.1	4687194	4706612	susC-susD-unk-unk-susC-susD-unk-unk-unk-AA7
FP476056	PUL53	FP476056.1	5328339	5337547	GH92-GH115-susD-susC
FP476056	PUL54	FP476056.1	5383625	5392746	susD-susC-unk-unk-unk-CE1
FP476056	PUL55	FP476056.1	5416204	5435219	GH109-unk-unk-unk-unk-susD-susC
