genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
CP002113	PUL1	CP002113.1_10	CP002113.1	10230	13316	+	0	CP002113.1_10	susC		
CP002113	PUL1	CP002113.1_11	CP002113.1	13321	14817	+	5	CP002113.1_11	susD		
CP002113	PUL2	CP002113.1_38	CP002113.1	42274	45588	+	27457	CP002113.1_38	susC		
CP002113	PUL2	CP002113.1_39	CP002113.1	45603	47099	+	15	CP002113.1_39	susD		
CP002113	PUL3	CP002113.1_490	CP002113.1	577787	579097	-	530688	CP002113.1_490	susD		
CP002113	PUL3	CP002113.1_491	CP002113.1	579110	582463	-	13	CP002113.1_491	susC		
CP002113	PUL4	CP002113.1_803	CP002113.1	931942	935064	+	349479	CP002113.1_803	susC		
CP002113	PUL4	CP002113.1_804	CP002113.1	935087	936724	+	23	CP002113.1_804	susD		
CP002113	PUL5	CP002113.1_1035	CP002113.1	1189289	1192651	+	252565	CP002113.1_1035	susC		
CP002113	PUL5	CP002113.1_1036	CP002113.1	1192670	1194022	+	19	CP002113.1_1036	susD		
CP002113	PUL5	CP002113.1_1037	CP002113.1	1194038	1195387	+	16	CP002113.1_1037			
CP002113	PUL5	CP002113.1_1038	CP002113.1	1195447	1196088	+	60	CP002113.1_1038			
CP002113	PUL5	CP002113.1_1039	CP002113.1	1196117	1197004	+	29	CP002113.1_1039			
CP002113	PUL5	CP002113.1_1040	CP002113.1	1197009	1197743	+	5	CP002113.1_1040	susC		
CP002113	PUL6	CP002113.1_1300	CP002113.1	1498057	1501044	+	300314	CP002113.1_1300	susC		
CP002113	PUL6	CP002113.1_1301	CP002113.1	1501057	1502544	+	13	CP002113.1_1301	susD		
CP002113	PUL6	CP002113.1_1302	CP002113.1	1502652	1504100	+	108	CP002113.1_1302		GH30_3	
CP002113	PUL6	CP002113.1_1303	CP002113.1	1504118	1504822	+	18	CP002113.1_1303			
CP002113	PUL6	CP002113.1_1304	CP002113.1	1504964	1507177	+	142	CP002113.1_1304		GH3	
CP002113	PUL7	CP002113.1_1592	CP002113.1	1843680	1845566	-	336503	CP002113.1_1592	susD		
CP002113	PUL7	CP002113.1_1593	CP002113.1	1845580	1848447	-	14	CP002113.1_1593	susC		
CP002113	PUL7	CP002113.1_1594	CP002113.1	1848509	1848772	-	62	CP002113.1_1594	susC		
CP002113	PUL8	CP002113.1_1874	CP002113.1	2159007	2160569	-	310235	CP002113.1_1874	susD		
CP002113	PUL8	CP002113.1_1875	CP002113.1	2160584	2163919	-	15	CP002113.1_1875	susC		
CP002113	PUL9	CP002113.1_2077	CP002113.1	2386673	2388580	-	222754	CP002113.1_2077		GH13_38	
CP002113	PUL9	CP002113.1_2078	CP002113.1	2388637	2390748	-	57	CP002113.1_2078		GH97	
CP002113	PUL9	CP002113.1_2079	CP002113.1	2390970	2391332	-	222	CP002113.1_2079			
CP002113	PUL9	CP002113.1_2080	CP002113.1	2391597	2393009	-	265	CP002113.1_2080		GH13_7	
CP002113	PUL9	CP002113.1_2081	CP002113.1	2393163	2393840	-	154	CP002113.1_2081			
CP002113	PUL9	CP002113.1_2082	CP002113.1	2393972	2394217	+	132	CP002113.1_2082			
CP002113	PUL9	CP002113.1_2083	CP002113.1	2394318	2395328	-	101	CP002113.1_2083			
CP002113	PUL9	CP002113.1_2084	CP002113.1	2395347	2396927	-	19	CP002113.1_2084	susD		
CP002113	PUL9	CP002113.1_2085	CP002113.1	2396958	2399879	-	31	CP002113.1_2085	susC		
CP002113	PUL9	CP002113.1_2086	CP002113.1	2400189	2401214	+	310	CP002113.1_2086			
CP002113	PUL9	CP002113.1_2087	CP002113.1	2401244	2403076	-	30	CP002113.1_2087		GH13_46	
CP002113	PUL9	CP002113.1_2088	CP002113.1	2403091	2405397	-	15	CP002113.1_2088		GH65	
CP002113	PUL10	CP002113.1_2103	CP002113.1	2420527	2423565	+	15130	CP002113.1_2103	susC		
CP002113	PUL10	CP002113.1_2104	CP002113.1	2423583	2425103	+	18	CP002113.1_2104	susD		
