genome	pulid	contigid	start	end	pattern
NC_014033	PUL1	NC_014033.1	186024	193604	GH94-susC-susD
NC_014033	PUL2	NC_014033.1	306614	328552	GH188-unk-unk-unk-unk-GH127-GH43_34;CBM32-GH97-GH127-susC-susD
NC_014033	PUL3	NC_014033.1	1361410	1391764	GH20-GH20-GH125-GH92-susC-susD-GH18;GH78-GH2_17-GH29-GH92-GH29-GH3-GH92
NC_014033	PUL4	NC_014033.1	1743042	1753194	GH28;GH105-susC-susD
NC_014033	PUL5	NC_014033.1	1861415	1879225	GT2_Glycos_transf_2-unk-unk-unk-unk-GH35-susD-susC-PL11_1
NC_014033	PUL6	NC_014033.1	1900165	1916347	susD-susC-CE12-GH2_1-GH105-GH106-unk-susC
NC_014033	PUL7	NC_014033.1	2023289	2033947	susD-susC-unk-unk-susC
NC_014033	PUL8	NC_014033.1	2255170	2260109	susC-susD
NC_014033	PUL9	NC_014033.1	2266754	2278312	GH24-unk-unk-unk-susC-susD-susC
NC_014033	PUL10	NC_014033.1	2342565	2355794	susC-susD-CBM103-GH16_3-unk-GH5_46-GH3
NC_014033	PUL11	NC_014033.1	2497903	2516912	GH43_3-susD-susC-GH182-GH43_31-unk-unk-unk-unk-susC
NC_014033	PUL12	NC_014033.1	2609206	2630586	GH92-unk-unk-GH38-GH31_1-unk-GH31_15-unk-unk-susD-susC
NC_014033	PUL13	NC_014033.1	2667800	2693601	GH9-unk-susD-susC-unk-susC-susD-susC-susD-unk-GH5_4-GH31_3
NC_014033	PUL14	NC_014033.1	2738705	2748628	susC-susD-unk-GH32-GH32
NC_014033	PUL15	NC_014033.1	2936122	2954312	GH43_24;GH43_19-susC-susD-GH105-PL33_1-unk-GH154-susD-susC
NC_014033	PUL16	NC_014033.1	3035727	3047062	GH36-unk-GH5_4-susC-susD
NC_014033	PUL17	NC_014033.1	3159036	3170540	GH51_2-GH146-unk-GH28-susC-susD
NC_014033	PUL18	NC_014033.1	3241983	3299880	susC-susD-unk-GH43_4-GH43_5-CBM91;GH43_10-unk-GH53-GH33-CE7-CE19-CBM91;GH43_10-susC-susD-unk-unk-GH13_6-GT2_Glycos_transf_2-unk-GT4-unk-unk-unk-unk-GH3-CE1-unk-susD-susC-unk-unk-GH13_46-GH43_7-GH43_2
NC_014033	PUL19	NC_014033.1	3300434	3328406	susD-susC-unk-unk-GH5_21-CE6;CE1-susC-susD-GH125-GH92-susC-susD-unk-GH76
NC_014033	PUL20	NC_014033.1	3346598	3397221	GH10;CE1-GH95-GH3-unk-unk-GH115-susC-susD-susC-susD-unk-GH10-unk-unk-unk-unk-GH43_29;CBM6-GH31_4-CE1-CE15-unk-GH13_14-GH97-GH77
NC_014033	PUL21	NC_014033.1	3483727	3488447	susC-susD
