genome	pulid	contigid	start	end	pattern
NZ_DS264584	PUL1	NZ_DS264584.1	159416	164376	susD-susC
NZ_DS264584	PUL2	NZ_DS264584.1	256911	279258	GH31_1-unk-susC-susD-unk-unk-unk-susD-unk-GH92-GH92-GH130_3
NZ_DS264584	PUL3	NZ_DS264584.1	299013	343807	GH105-CE8-CE12;CE8-unk-unk-PL1_2-PL1_2-PL1_2-CE8-unk-susD-susC-unk-unk-PL1_2-unk-unk-PL1_2-susC-susD-unk-unk-CE8-GH28
NZ_DS264584	PUL4	NZ_DS264584.1	370560	393833	GH106-GH28-unk-GH28-CE12-GH2_20-GH43_34;GH43_18-GH42-unk-GH28-unk-susD-susC
NZ_DS264584	PUL5	NZ_DS264584.1	398659	414457	susC-susD-susC-susD-PL11_1-PL26
NZ_DS264584	PUL6	NZ_DS264584.1	416911	454219	CE12-GH105-PL11_1-GH105-unk-unk-CE4-GH105-unk-unk-unk-CE12-unk-unk-unk-susD-susC-unk-GH2_21-unk-PL11-GH28
NZ_DS264584	PUL7	NZ_DS264584.1	454732	489550	PL9_1-unk-GH28-GH105;CE20-unk-PL1_2-unk-susC-susD-unk-unk-susC-unk-unk-unk-GH28-unk-unk-unk-susC
NZ_DS264584	PUL8	NZ_DS264584.1	625891	631054	susD-susC
NZ_DS264584	PUL9	NZ_DS264584.1	664029	683488	susC-susD-unk-unk-GH35-GH89-unk-unk-susC-susD
NZ_DS264584	PUL10	NZ_DS264584.1	761042	773308	susC-unk-unk-unk-unk-susC-unk-unk-unk-susC-susD
NZ_DS264584	PUL11	NZ_DS264584.1	956614	977904	PL15_2-unk-unk-unk-unk-PL12_2-GH88-susD-susC-unk-PL12_2
NZ_DS264584	PUL12	NZ_DS264584.1	990972	1009442	GH2_1-GH53-unk-susD-susC-GH147-unk-unk-PL13
NZ_DS264584	PUL13	NZ_DS264584.1	1051874	1056589	susC-susD
NZ_DS264584	PUL14	NZ_DS264584.1	1069862	1085270	GH33-unk-unk-susC-susD-unk-unk-unk-unk-GH3
NZ_DS264584	PUL15	NZ_DS264584.1	1094288	1099295	susC-susD
NZ_DS264584	PUL16	NZ_DS264584.1	1118402	1143789	PL40-unk-susC-unk-unk-unk-GH28-unk-unk-unk-unk-susC-susD
