genome	pulid	contigid	start	end	pattern
CP012801	PUL1	CP012801.1	435374	445714	CE1-unk-unk-susD-susC-unk-unk-GT2_Glycos_transf_2
CP012801	PUL2	CP012801.1	740320	759934	susC-susD-GH27;CBM51-unk-unk-unk-GH2_17-unk-unk-unk-unk-CE2
CP012801	PUL3	CP012801.1	766791	771488	susD-susC
CP012801	PUL4	CP012801.1	890724	917607	GH109-GH2_10-GH2_6-GH88-susD-susC-susD-susC-unk-GH105-PL8_3
CP012801	PUL5	CP012801.1	925332	942452	GH51_2-GH43_4-unk-susC-susD-unk-GH43_4
CP012801	PUL6	CP012801.1	975039	992635	GH115-susC-susD-susC-susD-unk-unk-GH30_8
CP012801	PUL7	CP012801.1	1147888	1163751	susD-susC-unk-unk-unk-unk-CE20-susD-susC
CP012801	PUL8	CP012801.1	1173996	1184002	GH105-PL1_2-unk-susD-susC
CP012801	PUL9	CP012801.1	1198511	1208388	susD-susC-unk-unk-unk-PL1_2
CP012801	PUL10	CP012801.1	1225043	1246141	CE1-unk-unk-CE7-GH2_1-unk-susC-susD-unk-unk-susC-susC-susD
CP012801	PUL11	CP012801.1	1259368	1284695	susC-unk-unk-susD-susC-PL29-GH95-PL8_3-GH105-PL38-GH2_2-GH88-unk-GH105
CP012801	PUL12	CP012801.1	1395119	1407974	GH133-GH13_47;CBM98-unk-unk-susD-susC
CP012801	PUL13	CP012801.1	1484454	1494443	GH32-susC-susD-unk-GH32
CP012801	PUL14	CP012801.1	1763941	1790171	susC-susD-unk-unk-unk-GH105-unk-unk-GH42-GH3-GH105
CP012801	PUL15	CP012801.1	1846498	1863614	GH43_24;GH35-GH115-CE12-PL27-GH43_24-GH28-susD-susC
CP012801	PUL16	CP012801.1	1875804	1900185	GH43_17-GH2_10-GH51_2-GH51_2-GH97;GH43_19-GH43_34;GH43_19-GH105-PL42-GH154-GH43_24-susD-susC
CP012801	PUL17	CP012801.1	1905313	1943530	GH16_3;GH43_24-GH16_3-unk-susD-susC-susD-susC-unk-unk-GH154-unk-unk-susD-susC-unk-unk-unk-unk-susD-susC
CP012801	PUL18	CP012801.1	1963204	1990574	PL13-unk-PL37-unk-unk-susC-susD-GH88-PL12_2-unk-unk-unk-unk-PL15_2
CP012801	PUL19	CP012801.1	2026104	2035361	GH2_16-unk-unk-susD-susC
CP012801	PUL20	CP012801.1	2120936	2141020	GH2_10-GH2_10-unk-susD-susC-GH154-unk-unk-GH10;CE1
CP012801	PUL21	CP012801.1	2154472	2158980	susC-susD
CP012801	PUL22	CP012801.1	2165643	2178421	GH109-unk-GH28-unk-unk-unk-susD-susC
CP012801	PUL23	CP012801.1	2221501	2234279	GH92-unk-unk-susD-susC-GH116
CP012801	PUL24	CP012801.1	2262180	2274046	GH3-GH3-susD-susC-unk-GH157
CP012801	PUL25	CP012801.1	2345357	2353021	susD-susC-GH127
CP012801	PUL26	CP012801.1	2353911	2376533	GH97-CBM32;GH43_34-GH127-unk-unk-susC-susD-unk-GH146
CP012801	PUL27	CP012801.1	2392710	2412814	GH130_1-GH26-GH26-unk-unk-susD-susC-GH5_2-GH5_7-CE7-unk-GH3
CP012801	PUL28	CP012801.1	2464967	2494001	susC-PL1_2-unk-susD-susC-unk-GH28-unk-GH105-unk-unk-unk-unk-GH28-PL11-GH106-GH105;CE20
CP012801	PUL29	CP012801.1	2516552	2536554	susC-susD-unk-unk-GH29-GH105-GH2_2-GH109-unk-unk-GH20
CP012801	PUL30	CP012801.1	2561757	2577841	GH30_2-GH43_2-GH3-GH92-GH43_2-unk-unk-susD-susC
CP012801	PUL31	CP012801.1	2639531	2644644	susD-susC
CP012801	PUL32	CP012801.1	2646660	2652017	susC-susD
CP012801	PUL33	CP012801.1	2655343	2677426	susC-susD-unk-unk-GH171-unk-unk-unk-GT2_Glycos_transf_2-unk-unk-unk-GH171
CP012801	PUL34	CP012801.1	2710220	2767217	susC-susD-GH3-GH144-GH29-GH95-unk-GH106-GH28-susD-susC-unk-GH31_14-GH29-GH78;CBM67-CBM67;GH78-GH29-unk-unk-unk-susC-susD-GH3-unk-GH144-unk-CE15-unk-susC
CP012801	PUL35	CP012801.1	2839845	2902222	susD-susC-GH13_46-unk-unk-GH13-unk-GH16_3-GH29-GH2_10-GH20-unk-susD-susC-unk-GH159-unk-GH146-GH50-GH159-CE20-susD-susC-susD-susC-unk-unk-GH2_6
CP012801	PUL36	CP012801.1	2945447	2961532	susC-susD-unk-unk-GH2_10-GH63-unk-susC
CP012801	PUL37	CP012801.1	2988996	3000925	GH97-GH13_48-GH13_48-unk-susD-susC
CP012801	PUL38	CP012801.1	3099443	3121716	susC-susD-PL8_2-susC-susD-PL30-GH117-unk-unk-PL8_2
CP012801	PUL39	CP012801.1	3131879	3145280	GH30_3-unk-susC-susD-GH2_2;CBM57-GH88;PL38
CP012801	PUL40	CP012801.1	3200720	3205662	susD-susC
CP012801	PUL41	CP012801.1	3258414	3288775	CE20-unk-unk-unk-unk-GH182-GH43_3-GH43_3-susD-susC-unk-GH31_15-GH115-GH105-GH130_3-unk-GH2_17-GH105
CP012801	PUL42	CP012801.1	3293525	3312974	GH43_31-unk-susD-susC-unk-unk-unk-unk-GH177-unk-GH2_18
CP012801	PUL43	CP012801.1	3349937	3376539	susC-susD-unk-GH2_10-unk-GH76-GH125-GH105-GH97-GH67-unk-susC-susD
CP012801	PUL44	CP012801.1	3398196	3433626	susC-susD-unk-GH30_2-unk-unk-susC-susD-GH30_4-GH2_1-GH30_4-unk-unk-unk-susD-susC-GH95
CP012801	PUL45	CP012801.1	3459062	3469863	GH43_3-GH3-susC-susD-GH139
CP012801	PUL46	CP012801.1	3551328	3563788	susC-susD-unk-unk-GH43_10;GH5_21;CBM91
CP012801	PUL47	CP012801.1	3760417	3783277	GH42-unk-unk-unk-GH2_1-susC-susD-unk-GH30_4-GH51_2
CP012801	PUL48	CP012801.1	3785612	3794675	susC-susD-CBM67;GH78
CP012801	PUL49	CP012801.1	3799779	3805001	susD-susC
CP012801	PUL50	CP012801.1	3811732	3834509	susC-unk-unk-GH3-GH3-susC-susD-GH50-GH3
CP012801	PUL51	CP012801.1	3876457	3892680	GH130_5-susC-susD-unk-GH173-GH173-GH26-GH2_13-GH3
CP012801	PUL52	CP012801.1	3934555	3945305	GH28-GH92-GH92-susD-susC
CP012801	PUL53	CP012801.1	4005928	4013079	GH92-susD-susC
