genome	pulid	contigid	start	end	pattern
NZ_CP113514	PUL1	NZ_CP113514.1	3171	8339	susC-susD
NZ_CP113514	PUL2	NZ_CP113514.1	26598	78541	GH2_18-unk-GH115-susC-susD-susC-susD-unk-GH76-GH67-unk-unk-GH115-GH43_26-GH43_34-unk-unk-susC-susD-GH76-unk-unk-GH76-unk-unk-unk-GH92-GH125-unk-GH127
NZ_CP113514	PUL3	NZ_CP113514.1	109286	129596	susC-GH144-GH3-susD-susC-unk-unk-unk-unk-GH177-unk-GH177
NZ_CP113514	PUL4	NZ_CP113514.1	133626	146877	CE9-unk-unk-susD-susC-CE6-CBM96
NZ_CP113514	PUL5	NZ_CP113514.1	163844	206738	CBM91;GH43_10-GH3-GH43_12;CBM91-GH31_4-GH97-GH31_4-GH43_29;CBM6-unk-CBM91;GH43_12-susC-susD-susC-susD-unk-GH10-unk-GH5_21-CE1;CE6-GH43_29;CBM6-unk-GH95
NZ_CP113514	PUL6	NZ_CP113514.1	262787	280259	GT2_Glycos_transf_2-unk-unk-unk-unk-GH13_47;CBM98-unk-unk-susD-susC-GH97-GH13_46
NZ_CP113514	PUL7	NZ_CP113514.1	312187	317166	susC-susD
NZ_CP113514	PUL8	NZ_CP113514.1	360516	381207	PL1_2-CE8-GH95-susC-susD-unk-CE8-unk-GH28
NZ_CP113514	PUL9	NZ_CP113514.1	400504	418084	susC-susD-unk-unk-GH50-unk-GH99-GH31_4-CBM57;GH2_2-CE20
NZ_CP113514	PUL10	NZ_CP113514.1	435764	460304	GH92-GH130_3-GH125-GH76-unk-GH92-unk-unk-unk-GH76-susC-susD
NZ_CP113514	PUL11	NZ_CP113514.1	473852	478347	susC-susD
NZ_CP113514	PUL12	NZ_CP113514.1	573035	586701	PL15_2-unk-unk-unk-PL15_2-susC-susD
NZ_CP113514	PUL13	NZ_CP113514.1	617203	626289	susC-susD-unk-GH89
NZ_CP113514	PUL14	NZ_CP113514.1	683162	687835	susC-susD
