genome	pulid	contigid	start	end	pattern
DS264583	PUL1	DS264583.1	14682	19543	susD-susC
DS264583	PUL2	DS264583.1	50529	66052	susC-unk-unk-GH3-unk-unk-GH33-susD-susC-unk-GH33
DS264583	PUL3	DS264583.1	132772	137477	susD-susC
DS264583	PUL4	DS264583.1	183409	188104	susC-susD
DS264583	PUL5	DS264583.1	244892	259352	GH29-GH2_10-GH20-unk-susD-susC
DS264583	PUL6	DS264583.1	275889	280876	susD-susC
DS264583	PUL7	DS264583.1	286501	309513	GH67-GH43_1-GH10-unk-CE20-GH10-unk-susD-susC-unk-GH13_14
DS264583	PUL8	DS264583.1	341025	346313	susD-susC
DS264583	PUL9	DS264583.1	392482	413986	GH141-unk-PL12_2-susD-susC-susD-susC-GH29-unk-GH88
DS264583	PUL10	DS264583.1	433397	446560	GH32-GH91-GH91-susD-susC-unk-GH32
