genome	pulid	contigid	start	end	pattern
AAXF02000051	PUL1	AAXF02000051.1	2143	7302	susC-susD
AAXF02000051	PUL2	AAXF02000051.1	22555	46197	GH2_18-GH43_26-GH43_34-unk-unk-susC-susD-GH76-unk-unk-GH76-unk-GH92-GH125
AAXF02000051	PUL3	AAXF02000051.1	79693	118250	susC-GH144-GH3-susD-susC-unk-unk-unk-unk-GH177-GH177-unk-unk-unk-unk-CE9-unk-GH3-GH26-unk-susD-susC-CE15
AAXF02000051	PUL4	AAXF02000051.1	128619	184966	CBM91;GH43_10-GH3-GH43_12;CBM91-GH31_4-GH97-CBM6;GH43_29-CBM91;GH43_12-susC-susD-susC-susD-unk-unk-GH30_8-CBM35;GH98-GH115-CE6;CE1-GH43_29;CBM6-unk-GH95-unk-unk-GH30_12-susC-susD
AAXF02000051	PUL5	AAXF02000051.1	258840	297171	GT2_Glycos_transf_2-GH20-unk-unk-susC-susD-unk-unk-unk-GH2_6-unk-unk-GH13_47;CBM98-unk-unk-susD-susC-GH97-GH13_46
AAXF02000051	PUL6	AAXF02000051.1	328985	333964	susC-susD
AAXF02000051	PUL7	AAXF02000051.1	345468	354498	susC-susD-unk-unk-CE7
AAXF02000051	PUL8	AAXF02000051.1	358779	379470	PL1_2-CE8-GH95-susC-susD-unk-CE8-unk-GH28
AAXF02000051	PUL9	AAXF02000051.1	389283	394633	susC-susD
AAXF02000051	PUL10	AAXF02000051.1	409288	426414	susC-susD-unk-unk-unk-unk-GH99-GH31_4-CBM57;GH2_2-CE20
AAXF02000051	PUL11	AAXF02000051.1	429239	466968	GH92-GH130_3-GH125-GH76-unk-GH92-unk-unk-unk-GH76-susC-susD-unk-unk-unk-unk-GH29-unk-susD-susC
