genome	pulid	contigid	start	end	pattern
NZ_DS995511	PUL1	NZ_DS995511.1	113483	118544	susC-susD
NZ_DS995511	PUL2	NZ_DS995511.1	218843	223284	susC-susD
NZ_DS995511	PUL3	NZ_DS995511.1	237074	242194	susC-susD
NZ_DS995511	PUL4	NZ_DS995511.1	319169	331360	CE20-unk-susD-susC-susD-susC
NZ_DS995511	PUL5	NZ_DS995511.1	374866	386331	PL6;PL6_1-CE20-susD-susC-unk-PL17_2-AA18
NZ_DS995511	PUL6	NZ_DS995511.1	427239	459032	GH2_2;CBM57-GH115-GH50-unk-susD-susC-CBM96-CE20;CE6-GH2-unk-unk-susD-susC
NZ_DS995511	PUL7	NZ_DS995511.1	484401	488883	susC-susD
NZ_DS995511	PUL8	NZ_DS995511.1	560123	572537	PL8_2-unk-PL8_2-susD-susC
NZ_DS995511	PUL9	NZ_DS995511.1	690837	709034	GH144-GH3-susD-susC-unk-unk-unk-GH43_7-unk-CE1-CE1
NZ_DS995511	PUL10	NZ_DS995511.1	715922	724300	susC-susD-unk-unk-GH43_29-GH43_2
NZ_DS995511	PUL11	NZ_DS995511.1	734567	754062	GH171-unk-unk-unk-GT2_Glycos_transf_2-unk-unk-unk-GH171-unk-susD-susC
NZ_DS995511	PUL12	NZ_DS995511.1	755212	760572	susC-susD
NZ_DS995511	PUL13	NZ_DS995511.1	791824	805446	GH13_44-unk-unk-susC-susD-GH13_44-GH65
NZ_DS995511	PUL14	NZ_DS995511.1	851247	877909	susC-susD-unk-GH173-unk-GH2_13-unk-unk-GH10-CBM67;GH78-GH3-unk-GH3
NZ_DS995511	PUL15	NZ_DS995511.1	914930	940017	GH3-unk-unk-unk-unk-susC-susD-unk-GH5_7-GH106-CBM67;GH78-unk-unk-GH26-GH130_1
NZ_DS995511	PUL16	NZ_DS995511.1	965922	977720	susC-susD-GH2_1-GH138-GH120
