genome	pulid	contigid	start	end	pattern
NC_004663	PUL1	NC_004663.1	22906	28011	susC-susD
NC_004663	PUL2	NC_004663.1	139982	157618	susC-susD-unk-unk-unk-GH43_10;CBM91-GH88-unk-unk-unk-unk-susC-unk-CE1
NC_004663	PUL3	NC_004663.1	200124	204979	susC-susD
NC_004663	PUL4	NC_004663.1	293308	313776	PL27-GH43_24-GH43_24-unk-unk-susC-susD-unk-unk-susC
NC_004663	PUL5	NC_004663.1	382145	389513	susC-susD-unk-unk-unk-GH109
NC_004663	PUL6	NC_004663.1	432012	455321	GH43_4-susD-susC-susD-susC-unk-unk-GH43_4-GH51_2-GH43_29
NC_004663	PUL7	NC_004663.1	527840	535022	GH89-susC-susD
NC_004663	PUL8	NC_004663.1	543201	555507	CE20-unk-unk-unk-susD-susC
NC_004663	PUL9	NC_004663.1	595675	600171	susC-susD
NC_004663	PUL10	NC_004663.1	936299	945092	susC-susD-unk-GH2_2
NC_004663	PUL11	NC_004663.1	1063214	1068345	susD-susC
NC_004663	PUL12	NC_004663.1	1270084	1289205	CE19-GH28-GH78;CBM67-GH142;GH143-GH43_18-unk-PL1_2-susD-susC
NC_004663	PUL13	NC_004663.1	1291332	1296868	susD-susC
NC_004663	PUL14	NC_004663.1	1300094	1315194	GH92-GH130_2-unk-GH163-unk-unk-unk-susD-susC
NC_004663	PUL15	NC_004663.1	1317605	1335186	susC-susD-unk-unk-susC-susD-unk-unk-unk-GH20
NC_004663	PUL16	NC_004663.1	1403968	1408293	susD-susC
NC_004663	PUL17	NC_004663.1	1590525	1595466	susC-susD
NC_004663	PUL18	NC_004663.1	1769414	1774037	susD-susC
NC_004663	PUL19	NC_004663.1	1916828	1921462	susC-susD
NC_004663	PUL20	NC_004663.1	1989363	2019089	susC-susD-GH20-unk-unk-unk-GH29-GH2_10-GH20-unk-unk-susD-susC-GH18
NC_004663	PUL21	NC_004663.1	2073899	2079060	susD-susC
NC_004663	PUL22	NC_004663.1	2173001	2186087	GH32-GH32-unk-susD-susC-unk-GH32
NC_004663	PUL23	NC_004663.1	2202186	2207509	susD-susC
NC_004663	PUL24	NC_004663.1	2548741	2553306	susC-susD
NC_004663	PUL25	NC_004663.1	2640758	2660634	GH92-unk-susC-susD-unk-unk-GH92-GH43_24-GH38
