genome	pulid	contigid	start	end	pattern
CP091800	PUL1	CP091800.1	40501	52980	GH10-unk-susD-susC-susD-unk-susC
CP091800	PUL2	CP091800.1	140785	145416	susD-susC
CP091800	PUL3	CP091800.1	303587	313485	GH32-GH32-unk-susD-susC
CP091800	PUL4	CP091800.1	402520	412566	GH97-GH66-unk-susD-susC
CP091800	PUL5	CP091800.1	429444	441421	susD-susC-unk-unk-susD-susC
CP091800	PUL6	CP091800.1	466097	479780	susC-susD-unk-unk-unk-GH95
CP091800	PUL7	CP091800.1	522738	530435	susC-susD-GH43_24;GH105
CP091800	PUL8	CP091800.1	563063	574511	PL1;CE8-unk-CE7-susC-susD
CP091800	PUL9	CP091800.1	626822	644219	GH35-GH30_4-GH30_4-susD-susC-unk-unk-CE19
CP091800	PUL10	CP091800.1	647714	652973	susD-susC
CP091800	PUL11	CP091800.1	744456	749565	susD-susC
CP091800	PUL12	CP091800.1	795718	800842	susD-susC
CP091800	PUL13	CP091800.1	816743	821745	susC-susD
CP091800	PUL14	CP091800.1	857458	862343	susD-susC
CP091800	PUL15	CP091800.1	929851	934192	susC-susD
CP091800	PUL16	CP091800.1	937546	945236	susD-susC-GH5_21
CP091800	PUL17	CP091800.1	1094714	1118510	GH2_20-GH2_20-unk-susC-unk-GH3-unk-unk-unk-susC-susD-susC
CP091800	PUL18	CP091800.1	1121948	1129091	GH182-susD-susC
