genome	pulid	contigid	start	end	pattern
CP002113	PUL1	CP002113.1	10230	14817	susC-susD
CP002113	PUL2	CP002113.1	42274	47099	susC-susD
CP002113	PUL3	CP002113.1	577787	582463	susD-susC
CP002113	PUL4	CP002113.1	931942	936724	susC-susD
CP002113	PUL5	CP002113.1	1189289	1197743	susC-susD-unk-unk-unk-susC
CP002113	PUL6	CP002113.1	1498057	1507177	susC-susD-GH30_3-unk-GH3
CP002113	PUL7	CP002113.1	1843680	1848772	susD-susC-susC
CP002113	PUL8	CP002113.1	2159007	2163919	susD-susC
CP002113	PUL9	CP002113.1	2386673	2405397	GH13_38-GH97-unk-GH13_7-unk-unk-unk-susD-susC-unk-GH13_46-GH65
CP002113	PUL10	CP002113.1	2420527	2425103	susC-susD
