genome	pulid	contigid	start	end	pattern
CP000139	PUL1	CP000139.1	23753	65394	susC-unk-susC-unk-unk-unk-unk-susC-unk-CE20-GH67-GH115-GH43_10;CBM91-GH43_29;CBM6;CE1-unk-unk-unk-susD-susC-GH43_12;CBM91-GH43_1-GH10-unk-unk-GH16_3
CP000139	PUL2	CP000139.1	138127	154278	CE11-unk-unk-unk-GH29-unk-unk-GH110-GH109-unk-susD-susC
CP000139	PUL3	CP000139.1	161024	209049	susC-unk-GH88-CBM91;GH43_10-GH97-PL40-unk-GH146-GH28-unk-unk-unk-GH28-susD-susC-unk-unk-PL40-unk-GH3-GH92-GH97-susD-susC-unk-GH88
CP000139	PUL4	CP000139.1	240544	296905	PL26-CE12-PL11_1-GH2_21-GH106-unk-unk-susD-susC-unk-susC-unk-susC-susD-unk-GH78-CE15-PL11-GH106;GH28-GH105-GH42-GH43_18;GH43_34-GH2_20-CE12-GH28-unk-unk-GH28-GH106
CP000139	PUL5	CP000139.1	325420	336931	GH31_4-GH97-unk-susD-susC-GH29
CP000139	PUL6	CP000139.1	435317	450872	susC-susD-GH2_10-GH63-susD-susC
CP000139	PUL7	CP000139.1	460919	467305	susD-susC-unk-susC
CP000139	PUL8	CP000139.1	527392	535325	susD-susC-unk-unk-GH175
CP000139	PUL9	CP000139.1	561279	573552	susC-susD-GH2_1-GH20-GH2_6
CP000139	PUL10	CP000139.1	678281	704733	GH146-GH31_4-susD-susC-unk-GH35-GH51_2-GH43_19;GH43_34-GH30_2-unk-susC
CP000139	PUL11	CP000139.1	709692	733859	susC-susD-GH43_17-GH43_24-GH43_9;GH43_19;CBM91-susD-susC-unk-unk-GH154;GH105-PL42
CP000139	PUL12	CP000139.1	753893	768048	GH29-GH2_10-GH20-unk-susD-susC
CP000139	PUL13	CP000139.1	808837	818941	susC-susD-unk-susC
CP000139	PUL14	CP000139.1	831491	841951	GH130_1-unk-susD-susC-unk-GH30_6
CP000139	PUL15	CP000139.1	854692	890582	GH136-susD-susC-unk-unk-GH23-unk-GH2_10-unk-unk-unk-GH109-GH130_2-unk-GH163-unk-unk-unk-susD-susC
CP000139	PUL16	CP000139.1	891106	908346	GH97-unk-susD-susC-unk-GH92-GH92-unk-unk-GH92
CP000139	PUL17	CP000139.1	1006513	1011282	susD-susC
CP000139	PUL18	CP000139.1	1013984	1058707	GH36-unk-CE20-susD-susC-GH3-CBM32;GH2_17-unk-susD-susC-unk-unk-unk-GH97-unk-unk-GH92-GH95-GH92-GH92
CP000139	PUL19	CP000139.1	1068185	1073113	susC-susD
CP000139	PUL20	CP000139.1	1139855	1147862	susC-susD-GH30_4-GH30_4
CP000139	PUL21	CP000139.1	1245420	1256947	susC-susD-unk-unk-GH109
CP000139	PUL22	CP000139.1	1264336	1269097	susC-susD
CP000139	PUL23	CP000139.1	1324232	1343516	GH51_2-GH43_4-unk-GH97-susC-susD-unk-GH43_4
CP000139	PUL24	CP000139.1	1385503	1393793	susC-susD-unk-GH29
CP000139	PUL25	CP000139.1	1401610	1421650	susC-susD-unk-unk-susC-unk-unk-unk-GT9-unk-unk-unk-unk-GT2_Glycos_transf_2-unk-GT14-GT4
CP000139	PUL26	CP000139.1	1427128	1443156	GT2_Glycos_transf_2-unk-GT2_Glycos_transf_2-unk-GT83-unk-unk-unk-unk-susC-susD
CP000139	PUL27	CP000139.1	1484628	1516140	PL10_1;CE8-unk-susD-susC-unk-unk-GH127-GH43_34;CBM32-GH97-unk-unk-susD-susC-GH127
CP000139	PUL28	CP000139.1	1519018	1527204	susC-susD-GH146
CP000139	PUL29	CP000139.1	1553334	1579033	GH2_1-susC-susD-unk-unk-unk-susC-susD-unk-unk-unk-GH3
CP000139	PUL30	CP000139.1	1680497	1685142	susC-susD
CP000139	PUL31	CP000139.1	1695354	1713356	susC-susD-unk-unk-GH95-unk-unk-unk-unk-GH18
CP000139	PUL32	CP000139.1	1817318	1828121	GH63-GH2_10-unk-unk-susD-susC
CP000139	PUL33	CP000139.1	2202607	2207493	susC-susD
CP000139	PUL34	CP000139.1	2266143	2280191	GH28-GH2_11-GH28-unk-unk-unk-susD-susC
CP000139	PUL35	CP000139.1	2287062	2307471	susC-susD-GH105-GH154-CBM57;GH2_2-unk-GH78-unk-unk-GH43_18-GH140
CP000139	PUL36	CP000139.1	2329464	2353878	CE8-unk-unk-susC-susD-GH2_22-GH2_22-GH31_9-CE19-AA18-PL10_2-CE19-CE12;CE8
