Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
PATL_RS04110	ABG39332.1|GH2	100	858	0	0	1	858	1	858	0.0	1772
PATL_RS04115	ABG39333.1|GH16_14	100	295	0	0	1	295	1	295	9.43e-230	628
PATL_RS04140	ABG39338.1|CBM6|GH43_2	100	450	0	0	1	450	1	450	0.0	950
PATL_RS04150	ABG39340.1|GH117	100	430	0	0	1	430	1	430	0.0	897
PATL_RS04165	QGQ27122.1|CBM47	35.3	1158	621	22	29	1073	33	1175	7.01e-198	609
PATL_RS04190	QDU88855.1|GH29	37.3	609	311	12	22	608	5	564	1.08e-125	402
PATL_RS04195	ABG39349.1|GH2	100	1079	0	0	1	1079	1	1079	0.0	2229
PATL_RS04205	ABG39351.1|GH29	100	534	0	0	1	534	1	534	0.0	1122
PATL_RS04210	ABG39352.1|GH16_12	100	454	0	0	1	454	1	454	0.0	941
PATL_RS04215	ABG39353.1|GH3	100	733	0	0	1	733	1	733	0.0	1467
PATL_RS04235	QDV47445.1|GH117	52.4	479	222	5	27	502	23	498	8.01e-168	500
PATL_RS04240	ABG39358.1|CE20	100	635	0	0	1	635	1	635	0.0	1309
PATL_RS04245	ABG39359.1|GH29	100	530	0	0	1	530	8	537	0.0	1088
PATL_RS04250	ABG39360.1|GH2	100	979	0	0	1	979	1	979	0.0	1994
PATL_RS04285	ABG39367.1|GH86	100	983	0	0	1	983	1	983	0.0	1982
PATL_RS04300	ABG39370.1|GH43_12	100	546	0	0	1	546	1	546	0.0	1121
PATL_RS04305	ABG39371.1|GH16	100	284	0	0	1	284	1	284	9.35e-220	602
