CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	NC_015167	CELLY_RS09000	5224	8391	-	1.B.14.6.1
CGC1	null	NC_015167	CELLY_RS09005;Parent	8803	10287	-	null
CGC1	null	NC_015167	CELLY_RS09010;Parent	10299	11951	-	null
CGC1	null	NC_015167	CELLY_RS09015;Parent	12244	12702	+	null
CGC1	null	NC_015167	CELLY_RS09020;Parent	12704	14884	+	null
CGC1	CAZyme	NC_015167	CELLY_RS09025	14962	17067	-	GH127
CGC1	null	NC_015167	CELLY_RS09030;Parent	17087	18541	-	null
CGC1	null	NC_015167	CELLY_RS09035;Parent	18694	19014	-	null
CGC1	CAZyme	NC_015167	CELLY_RS09040	19032	22262	-	GH2
CGC1	CAZyme	NC_015167	CELLY_RS09045	22289	24346	-	GH129
CGC1	null	NC_015167	CELLY_RS09050;Parent	24370	25014	-	null
CGC1	null	NC_015167	CELLY_RS09055;Parent	24992	25951	-	null
CGC1	null	NC_015167	CELLY_RS09060;Parent	25952	27400	-	null
CGC1	null	NC_015167	CELLY_RS09065;Parent	27375	28541	-	null
CGC1	TC	NC_015167	CELLY_RS09070	28623	29633	-	2.A.7.6.1
CGC1	TC	NC_015167	CELLY_RS09075	29798	31102	-	2.A.8.1.6
