Reg_prop	24	BT_2897	1326	2.6e-08	1	24	38	61	0.9583333333333334
Reg_prop	24	BT_2897	1326	1.7e-08	2	23	81	102	0.875
Reg_prop	24	BT_2897	1326	1.1e-07	2	23	311	332	0.875
Reg_prop	24	BT_2897	1326	8.6e-06	4	24	359	379	0.8333333333333334
Reg_prop	24	BT_2897	1326	1.5e-05	4	23	440	459	0.7916666666666666
Reg_prop	24	BT_2897	1326	6.9e-06	5	23	481	499	0.75
Reg_prop	24	BT_2897	1326	2.8e-07	1	23	525	547	0.9166666666666666
Reg_prop	24	BT_2897	1326	3.7e-05	1	23	569	591	0.9166666666666666
Y_Y_Y	66	BT_2897	1326	5.9e-21	1	66	704	767	0.9848484848484849
HisKA	64	BT_2897	1326	2.6e-16	1	62	821	885	0.953125
HATPase_c	111	BT_2897	1326	9.3e-17	2	96	934	1029	0.8468468468468469
Response_reg	112	BT_2897	1326	7.1e-27	1	109	1082	1190	0.9642857142857143
HTH_18	81	BT_2897	1326	1.6e-21	1	79	1248	1325	0.9629629629629629
