Reg_prop	24	BT_4673	1224	8.6e-06	5	23	49	67	0.75
Reg_prop	24	BT_4673	1224	5.5e-07	1	24	169	192	0.9583333333333334
Reg_prop	24	BT_4673	1224	1.4e-05	1	23	302	324	0.9166666666666666
Reg_prop	24	BT_4673	1224	5.4e-05	3	23	349	369	0.8333333333333334
Reg_prop	24	BT_4673	1224	6.2e-07	2	24	397	419	0.9166666666666666
Y_Y_Y	66	BT_4673	1224	9.3e-16	2	65	710	773	0.9545454545454546
HisKA	64	BT_4673	1224	1.3e-11	3	63	826	888	0.9375
HATPase_c	111	BT_4673	1224	1.2e-23	2	108	934	1043	0.954954954954955
HTH_18	81	BT_4673	1224	2.6e-23	1	80	1101	1179	0.9753086419753086
HTH_AraC	42	BT_4673	1224	6.9e-13	1	42	1182	1221	0.9761904761904762
