CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS09655	1	2529	-	GH95
CGC1	STP	NZ_CAWLDM010000001	ACI5KW_RS09660	3308	3802	+	Sigma70_r2|Sigma70_r4_2
CGC1	STP	NZ_CAWLDM010000001	ACI5KW_RS09665	3807	6482	+	FecR
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS09670	6674	9727	+	CBM32
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS09675;Parent	9827	11104	+	null
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS09680;Parent	11435	12976	-	null
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS09685;Parent	13249	14727	-	null
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS09690	15068	16879	-	GH29
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS09695;Parent	16967	17116	+	null
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS09700	17132	20470	-	CE12
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS09705;Parent	21331	22050	+	null
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS09710;Parent	22207	23685	+	null
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS09715	23813	25465	-	GH29
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS09720;Parent	25715	27403	-	null
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS09725	27493	29862	-	CE6
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS09730	30078	33032	-	GH141
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS09735	33733	35526	+	GH29
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS09740;Parent	36072	37985	+	null
CGC1	TF	NZ_CAWLDM010000001	ACI5KW_RS09745	37982	38662	+	GerE
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS09750;Parent	39012	40349	-	null
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS09755;Parent	40799	42238	+	null
CGC1	TC	NZ_CAWLDM010000001	ACI5KW_RS09760	42689	44668	-	3.A.1.201.8
