Reg_prop	24	CCG34970.1	1308	6e-06	2	24	31	53	0.9166666666666666
Reg_prop	24	CCG34970.1	1308	1.6e-07	3	24	298	319	0.875
Reg_prop	24	CCG34970.1	1308	7.8e-05	5	23	346	364	0.75
Reg_prop	24	CCG34970.1	1308	2.1e-05	5	23	393	411	0.75
Reg_prop	24	CCG34970.1	1308	1.6e-06	6	23	480	497	0.7083333333333334
Reg_prop	24	CCG34970.1	1308	1.8e-05	1	23	518	540	0.9166666666666666
Y_Y_Y	66	CCG34970.1	1308	1.3e-09	3	63	658	716	0.9090909090909091
HisKA	64	CCG34970.1	1308	1.3e-13	2	64	768	832	0.96875
HATPase_c	111	CCG34970.1	1308	2.1e-24	2	109	880	1000	0.963963963963964
Response_reg	112	CCG34970.1	1308	6.2e-28	1	110	1047	1156	0.9732142857142857
HTH_18	81	CCG34970.1	1308	2.3e-22	3	80	1217	1293	0.9506172839506173
