HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH10.hmm	303	BACINT_04197	782	1.2e-50	96	302	493	751	0.6798679867986799
GH35.hmm	307	BACINT_04199	582	1.8e-34	1	196	46	246	0.6351791530944625
CE20.hmm	249	BACINT_04200	556	1.4e-41	3	140	117	257	0.5502008032128514
CE20.hmm	249	BACINT_04200	556	4.3e-46	123	248	426	551	0.5020080321285141
GH10.hmm	303	BACINT_04202	910	5.3e-103	2	302	30	368	0.9900990099009901
GH43_12.hmm	281	BACINT_04202	910	1.2e-113	1	280	410	704	0.9928825622775801
CBM91.hmm	200	BACINT_04202	910	1.1e-41	13	182	733	908	0.845
GH43_1.hmm	310	BACINT_04203	325	9.8e-165	2	310	8	318	0.9935483870967742
GH109.hmm	399	BACINT_04204	326	1.3e-18	3	160	1	149	0.39348370927318294
GH67.hmm	669	BACINT_04205	676	3.7e-269	64	665	49	640	0.898355754857997
GH8.hmm	320	BACINT_04210	418	2.3e-80	12	319	84	409	0.959375
CE6.hmm	99	BACINT_04211	1061	4.5e-36	2	99	73	183	0.9797979797979798
GH95.hmm	722	BACINT_04211	1061	3.1e-295	3	713	266	997	0.9833795013850416
CE1.hmm	227	BACINT_04212	294	1.1e-59	1	225	38	289	0.986784140969163
GH5_21.hmm	259	BACINT_04213	660	2.8e-112	2	258	75	355	0.9884169884169884
GH10.hmm	303	BACINT_04215	746	1.2e-45	96	302	482	741	0.6798679867986799
CE20.hmm	249	BACINT_04222	641	5.7e-36	3	122	98	223	0.4779116465863454
CE20.hmm	249	BACINT_04222	641	1.6e-46	122	247	405	530	0.5020080321285141
GH115.hmm	697	BACINT_04223	856	3.1e-290	2	697	49	827	0.9971305595408895
