Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
BACINT_04197	EDV05054.1|CBM4|GH10|3.2.1.8	100	782	0	0	1	782	1	782	0.0	1620
BACINT_04199	QDO69423.1|GH35	95.2	587	23	1	1	582	1	587	0.0	1148
BACINT_04200	UCB37845.1|CE20	99.6	556	2	0	1	556	1	556	0.0	1147
BACINT_04201	QBR44577.1|GH43_1	41.7	499	281	8	1	497	7	497	3.54e-114	361
BACINT_04202	EDV05059.1|GH10|GH43_12|3.2.1.55|3.2.1.8	100	910	0	0	1	910	1	910	0.0	1921
BACINT_04203	EDV05060.1|GH43_1|3.2.1.37	100	325	0	0	1	325	1	325	6.10e-257	699
BACINT_04205	QDO69417.1|GH67	100	676	0	0	1	676	1	676	0.0	1418
BACINT_04210	EDV05067.1|GH8|3.2.1.8	100	418	0	0	1	418	1	418	0.0	881
BACINT_04211	QDO71565.1|CE6|GH95	99.4	1061	6	0	1	1061	1	1061	0.0	2165
BACINT_04213	EDV05070.1|GH5_21|3.2.1.8	100	660	0	0	1	660	1	660	0.0	1335
BACINT_04215	AXH21505.1|CBM0|GH10	100	746	0	0	1	746	1	746	0.0	1520
BACINT_04222	QDO69406.1|CE20	99.4	640	4	0	1	640	1	640	0.0	1309
BACINT_04223	EDV05080.1|GH115	100	848	0	0	1	848	1	848	0.0	1754
