Reg_prop	24	NQ544_RS12680	1306	4.9e-07	2	23	33	54	0.875
Reg_prop	24	NQ544_RS12680	1306	5e-06	3	22	79	98	0.7916666666666666
Reg_prop	24	NQ544_RS12680	1306	1.1e-06	3	23	308	328	0.8333333333333334
Reg_prop	24	NQ544_RS12680	1306	2.4e-05	3	24	482	503	0.875
Reg_prop	24	NQ544_RS12680	1306	6e-05	2	23	567	588	0.875
Y_Y_Y	66	NQ544_RS12680	1306	2.9e-11	1	65	690	751	0.9696969696969697
HisKA	64	NQ544_RS12680	1306	8.8e-14	2	62	792	854	0.9375
HATPase_c	111	NQ544_RS12680	1306	8.9e-26	2	110	909	1021	0.972972972972973
Response_reg	112	NQ544_RS12680	1306	2.4e-29	1	110	1054	1163	0.9732142857142857
HTH_18	81	NQ544_RS12680	1306	1.4e-26	2	79	1223	1299	0.9506172839506173
